"customerid","recency","frequency","monetary","rfm"
"700255",93,0.23,20328,"133"
"700687",32,0.23,20328,"333"
"700803",63,0.23,20328,"233"
"270543",93,0.16,20330,"113"
"808522",32,0.24,20331,"333"
"808648",32,0.24,20331,"333"
"808661",32,0.24,20331,"333"
"808940",32,0.24,20331,"333"
"808971",32,0.24,20331,"333"
"808994",32,0.24,20331,"333"
"809196",32,0.24,20331,"333"
"809296",32,0.24,20331,"333"
"809496",32,0.24,20331,"333"
"808537",63,0.24,20331,"233"
"808538",63,0.24,20331,"233"
"808549",63,0.24,20331,"233"
"808704",63,0.24,20331,"233"
"808815",63,0.24,20331,"233"
"808935",63,0.24,20331,"233"
"808967",63,0.24,20331,"233"
"809362",63,0.24,20331,"233"
"809454",63,0.24,20331,"233"
"809483",63,0.24,20331,"233"
"809494",63,0.24,20331,"233"
"809640",63,0.24,20331,"233"
"809751",63,0.24,20331,"233"
"809787",63,0.24,20331,"233"
"808562",93,0.24,20331,"133"
"808577",93,0.24,20331,"133"
"808692",93,0.24,20331,"133"
"808890",93,0.24,20331,"133"
"808980",93,0.24,20331,"133"
"809564",93,0.24,20331,"133"
"809712",93,0.24,20331,"133"
"292882",32,0.16,20332,"313"
"474290",32,0.19,20332,"323"
"473995",93,0.19,20332,"123"
"322896",63,0.17,20335,"213"
"367116",63,0.18,20337,"213"
"610258",63,0.21,20337,"223"
"610277",63,0.21,20337,"223"
"610298",63,0.21,20337,"223"
"610434",63,0.21,20337,"223"
"610485",63,0.21,20337,"223"
"610053",32,0.21,20337,"323"
"610243",32,0.21,20337,"323"
"610271",32,0.21,20337,"323"
"610397",32,0.21,20337,"323"
"610480",32,0.21,20337,"323"
"610508",32,0.21,20337,"323"
"610121",93,0.21,20337,"123"
"610257",93,0.21,20337,"123"
"1028177",63,0.27,20338,"243"
"1028214",63,0.27,20338,"243"
"1028256",63,0.27,20338,"243"
"1028390",63,0.27,20338,"243"
"1028404",63,0.27,20338,"243"
"1028432",63,0.27,20338,"243"
"1028469",63,0.27,20338,"243"
"1028553",63,0.27,20338,"243"
"1028572",63,0.27,20338,"243"
"1028583",63,0.27,20338,"243"
"1028748",63,0.27,20338,"243"
"1028822",63,0.27,20338,"243"
"1028831",63,0.27,20338,"243"
"1028992",63,0.27,20338,"243"
"1029080",63,0.27,20338,"243"
"1029118",63,0.27,20338,"243"
"1029178",63,0.27,20338,"243"
"1029210",63,0.27,20338,"243"
"1029256",63,0.27,20338,"243"
"1029266",63,0.27,20338,"243"
"1029308",63,0.27,20338,"243"
"1029312",63,0.27,20338,"243"
"1029356",63,0.27,20338,"243"
"1029377",63,0.27,20338,"243"
"1029378",63,0.27,20338,"243"
"1029406",63,0.27,20338,"243"
"1029428",63,0.27,20338,"243"
"1029435",63,0.27,20338,"243"
"1029446",63,0.27,20338,"243"
"1029489",63,0.27,20338,"243"
"1029546",63,0.27,20338,"243"
"1029577",63,0.27,20338,"243"
"1028216",93,0.27,20338,"143"
"1028306",93,0.27,20338,"143"
"1028406",93,0.27,20338,"143"
"1028521",93,0.27,20338,"143"
"1028568",93,0.27,20338,"143"
"1028602",93,0.27,20338,"143"
"1028603",93,0.27,20338,"143"
"1028616",93,0.27,20338,"143"
"1028625",93,0.27,20338,"143"
"1028646",93,0.27,20338,"143"
"1028801",93,0.27,20338,"143"
"1028811",93,0.27,20338,"143"
"1028851",93,0.27,20338,"143"
"1028865",93,0.27,20338,"143"
"1028893",93,0.27,20338,"143"
"1028944",93,0.27,20338,"143"
"1029000",93,0.27,20338,"143"
"1029111",93,0.27,20338,"143"
"1029125",93,0.27,20338,"143"
"1029134",93,0.27,20338,"143"
"1029171",93,0.27,20338,"143"
"1029236",93,0.27,20338,"143"
"1029251",93,0.27,20338,"143"
"1029290",93,0.27,20338,"143"
"1029380",93,0.27,20338,"143"
"1029398",93,0.27,20338,"143"
"1029402",93,0.27,20338,"143"
"1029437",93,0.27,20338,"143"
"1029459",93,0.27,20338,"143"
"1029519",93,0.27,20338,"143"
"1028190",32,0.27,20338,"343"
"1028474",32,0.27,20338,"343"
"1028475",32,0.27,20338,"343"
"1028486",32,0.27,20338,"343"
"1028525",32,0.27,20338,"343"
"1028585",32,0.27,20338,"343"
"1028607",32,0.27,20338,"343"
"1028644",32,0.27,20338,"343"
"1028654",32,0.27,20338,"343"
"1028755",32,0.27,20338,"343"
"1028996",32,0.27,20338,"343"
"1029103",32,0.27,20338,"343"
"1029107",32,0.27,20338,"343"
"1029112",32,0.27,20338,"343"
"1029162",32,0.27,20338,"343"
"1029194",32,0.27,20338,"343"
"1029262",32,0.27,20338,"343"
"1029302",32,0.27,20338,"343"
"1029341",32,0.27,20338,"343"
"1029352",32,0.27,20338,"343"
"1029381",32,0.27,20338,"343"
"1029452",32,0.27,20338,"343"
"1029463",32,0.27,20338,"343"
"1029470",32,0.27,20338,"343"
"1029492",32,0.27,20338,"343"
"293223",32,0.16,20341,"313"
"293040",63,0.16,20341,"213"
"701252",32,0.23,20341,"333"
"701312",32,0.23,20341,"333"
"474807",93,0.19,20342,"123"
"474877",93,0.19,20342,"123"
"475154",93,0.19,20342,"123"
"475174",32,0.19,20342,"323"
"474814",63,0.19,20342,"223"
"474906",63,0.19,20342,"223"
"474980",63,0.19,20342,"223"
"475151",63,0.19,20342,"223"
"809804",93,0.24,20344,"133"
"809814",93,0.24,20344,"133"
"809850",93,0.24,20344,"133"
"809874",93,0.24,20344,"133"
"809943",93,0.24,20344,"133"
"810092",93,0.24,20344,"133"
"810133",93,0.24,20344,"133"
"810161",93,0.24,20344,"133"
"810180",93,0.24,20344,"133"
"810230",93,0.24,20344,"133"
"810272",93,0.24,20344,"133"
"810395",93,0.24,20344,"133"
"810616",93,0.24,20344,"133"
"810667",93,0.24,20344,"133"
"810777",93,0.24,20344,"133"
"810819",93,0.24,20344,"133"
"811074",93,0.24,20344,"133"
"811081",93,0.24,20344,"133"
"809810",63,0.24,20344,"233"
"809880",63,0.24,20344,"233"
"809894",63,0.24,20344,"233"
"809937",63,0.24,20344,"233"
"810048",63,0.24,20344,"233"
"810196",63,0.24,20344,"233"
"810206",63,0.24,20344,"233"
"810408",63,0.24,20344,"233"
"810486",63,0.24,20344,"233"
"810664",63,0.24,20344,"233"
"810673",63,0.24,20344,"233"
"810756",63,0.24,20344,"233"
"811025",63,0.24,20344,"233"
"811080",63,0.24,20344,"233"
"811136",63,0.24,20344,"233"
"810061",32,0.24,20344,"333"
"810251",32,0.24,20344,"333"
"810539",32,0.24,20344,"333"
"810621",32,0.24,20344,"333"
"810629",32,0.24,20344,"333"
"810710",32,0.24,20344,"333"
"810789",32,0.24,20344,"333"
"810793",32,0.24,20344,"333"
"811018",32,0.24,20344,"333"
"811099",32,0.24,20344,"333"
"195845",32,0.15,20345,"313"
"272169",93,0.16,20348,"113"
"610605",93,0.21,20349,"123"
"611075",93,0.21,20349,"123"
"611429",93,0.21,20349,"123"
"611550",93,0.21,20349,"123"
"611590",93,0.21,20349,"123"
"610814",63,0.21,20349,"223"
"611083",63,0.21,20349,"223"
"611180",63,0.21,20349,"223"
"611361",63,0.21,20349,"223"
"611487",63,0.21,20349,"223"
"611569",63,0.21,20349,"223"
"610646",32,0.21,20349,"323"
"610675",32,0.21,20349,"323"
"610807",32,0.21,20349,"323"
"610976",32,0.21,20349,"323"
"611055",32,0.21,20349,"323"
"611124",32,0.21,20349,"323"
"611125",32,0.21,20349,"323"
"611374",32,0.21,20349,"323"
"611532",32,0.21,20349,"323"
"293325",93,0.16,20350,"113"
"1006774",93,0.27,20352,"143"
"1006764",87,0.27,20352,"243"
"1029632",63,0.27,20353,"243"
"1029656",63,0.27,20353,"243"
"1029753",63,0.27,20353,"243"
"1029765",63,0.27,20353,"243"
"1029817",63,0.27,20353,"243"
"1029962",63,0.27,20353,"243"
"1029984",63,0.27,20353,"243"
"1029993",63,0.27,20353,"243"
"1030035",63,0.27,20353,"243"
"1030221",63,0.27,20353,"243"
"1030262",63,0.27,20353,"243"
"1030319",63,0.27,20353,"243"
"1030323",63,0.27,20353,"243"
"1030366",63,0.27,20353,"243"
"1030481",63,0.27,20353,"243"
"1030521",63,0.27,20353,"243"
"1030570",63,0.27,20353,"243"
"1030578",63,0.27,20353,"243"
"1030591",63,0.27,20353,"243"
"1030601",63,0.27,20353,"243"
"1030610",63,0.27,20353,"243"
"1030631",63,0.27,20353,"243"
"1030670",63,0.27,20353,"243"
"1030731",63,0.27,20353,"243"
"1030777",63,0.27,20353,"243"
"1030778",63,0.27,20353,"243"
"1030796",63,0.27,20353,"243"
"1030870",63,0.27,20353,"243"
"1030907",63,0.27,20353,"243"
"1030915",63,0.27,20353,"243"
"1029589",32,0.27,20353,"343"
"1029639",32,0.27,20353,"343"
"1029729",32,0.27,20353,"343"
"1029849",32,0.27,20353,"343"
"1029896",32,0.27,20353,"343"
"1029932",32,0.27,20353,"343"
"1029979",32,0.27,20353,"343"
"1030054",32,0.27,20353,"343"
"1030136",32,0.27,20353,"343"
"1030146",32,0.27,20353,"343"
"1030215",32,0.27,20353,"343"
"1030247",32,0.27,20353,"343"
"1030257",32,0.27,20353,"343"
"1030297",32,0.27,20353,"343"
"1030326",32,0.27,20353,"343"
"1030364",32,0.27,20353,"343"
"1030412",32,0.27,20353,"343"
"1030474",32,0.27,20353,"343"
"1030506",32,0.27,20353,"343"
"1030558",32,0.27,20353,"343"
"1030563",32,0.27,20353,"343"
"1030588",32,0.27,20353,"343"
"1030624",32,0.27,20353,"343"
"1030763",32,0.27,20353,"343"
"1030781",32,0.27,20353,"343"
"1029598",93,0.27,20353,"143"
"1029620",93,0.27,20353,"143"
"1029638",93,0.27,20353,"143"
"1029649",93,0.27,20353,"143"
"1029702",93,0.27,20353,"143"
"1029750",93,0.27,20353,"143"
"1029806",93,0.27,20353,"143"
"1029816",93,0.27,20353,"143"
"1029829",93,0.27,20353,"143"
"1029835",93,0.27,20353,"143"
"1029889",93,0.27,20353,"143"
"1029996",93,0.27,20353,"143"
"1029997",93,0.27,20353,"143"
"1030015",93,0.27,20353,"143"
"1030038",93,0.27,20353,"143"
"1030061",93,0.27,20353,"143"
"1030066",93,0.27,20353,"143"
"1030135",93,0.27,20353,"143"
"1030138",93,0.27,20353,"143"
"1030145",93,0.27,20353,"143"
"1030163",93,0.27,20353,"143"
"1030164",93,0.27,20353,"143"
"1030173",93,0.27,20353,"143"
"1030195",93,0.27,20353,"143"
"1030200",93,0.27,20353,"143"
"1030325",93,0.27,20353,"143"
"1030353",93,0.27,20353,"143"
"1030357",93,0.27,20353,"143"
"1030382",93,0.27,20353,"143"
"1030425",93,0.27,20353,"143"
"1030572",93,0.27,20353,"143"
"1030604",93,0.27,20353,"143"
"1030654",93,0.27,20353,"143"
"1030723",93,0.27,20353,"143"
"1030729",93,0.27,20353,"143"
"1030743",93,0.27,20353,"143"
"1030752",93,0.27,20353,"143"
"1030793",93,0.27,20353,"143"
"1030844",93,0.27,20353,"143"
"1030852",93,0.27,20353,"143"
"1030886",93,0.27,20353,"143"
"1030941",93,0.27,20353,"143"
"702568",63,0.23,20353,"233"
"702710",93,0.23,20353,"133"
"536911",93,0.20,20357,"123"
"536204",93,0.41,20357,"143"
"811801",28,0.48,20358,"443"
"811275",32,0.24,20358,"333"
"811306",32,0.24,20358,"333"
"811386",32,0.24,20358,"333"
"811574",32,0.24,20358,"333"
"811799",32,0.24,20358,"333"
"811813",32,0.24,20358,"333"
"811322",63,0.24,20358,"233"
"811539",63,0.24,20358,"233"
"811678",63,0.24,20358,"233"
"811333",93,0.24,20358,"133"
"811343",93,0.24,20358,"133"
"811362",93,0.24,20358,"133"
"811533",93,0.24,20358,"133"
"811605",93,0.24,20358,"133"
"811684",93,0.24,20358,"133"
"811686",93,0.24,20358,"133"
"811921",93,0.24,20358,"133"
"293785",32,0.16,20359,"313"
"611630",32,0.21,20361,"323"
"611699",32,0.21,20361,"323"
"611726",32,0.21,20361,"323"
"611899",32,0.21,20361,"323"
"612069",32,0.21,20361,"323"
"612070",32,0.21,20361,"323"
"612180",32,0.21,20361,"323"
"612202",32,0.21,20361,"323"
"612240",32,0.21,20361,"323"
"612347",32,0.21,20361,"323"
"612597",32,0.21,20361,"323"
"612626",32,0.21,20361,"323"
"612676",32,0.21,20361,"323"
"612765",32,0.21,20361,"323"
"612793",32,0.21,20361,"323"
"612805",32,0.21,20361,"323"
"611851",93,0.21,20361,"123"
"611929",93,0.21,20361,"123"
"612166",93,0.21,20361,"123"
"612239",93,0.21,20361,"123"
"612377",93,0.21,20361,"123"
"612384",93,0.21,20361,"123"
"612808",93,0.21,20361,"123"
"612833",93,0.21,20361,"123"
"611788",63,0.21,20361,"223"
"611889",63,0.21,20361,"223"
"611927",63,0.21,20361,"223"
"612074",63,0.21,20361,"223"
"612135",63,0.21,20361,"223"
"612176",63,0.21,20361,"223"
"612194",63,0.21,20361,"223"
"612255",63,0.21,20361,"223"
"612302",63,0.21,20361,"223"
"612306",63,0.21,20361,"223"
"612346",63,0.21,20361,"223"
"612440",63,0.21,20361,"223"
"612662",63,0.21,20361,"223"
"612691",63,0.21,20361,"223"
"612741",63,0.21,20361,"223"
"612751",63,0.21,20361,"223"
"612812",63,0.21,20361,"223"
"612824",63,0.21,20361,"223"
"197610",93,0.15,20362,"113"
"922706",32,0.25,20363,"333"
"95947",93,0.14,20364,"113"
"476556",32,0.19,20364,"323"
"476443",93,0.19,20364,"123"
"476476",93,0.19,20364,"123"
"476549",93,0.19,20364,"123"
"548741",32,0.21,20365,"323"
"369459",63,0.18,20366,"213"
"369227",93,0.18,20366,"113"
"294318",32,0.16,20368,"313"
"294293",93,0.16,20368,"113"
"1031021",93,0.27,20368,"143"
"1031090",93,0.27,20368,"143"
"1031177",93,0.27,20368,"143"
"1031206",93,0.27,20368,"143"
"1031209",93,0.27,20368,"143"
"1031285",93,0.27,20368,"143"
"1031308",93,0.27,20368,"143"
"1031406",93,0.27,20368,"143"
"1031410",93,0.27,20368,"143"
"1031446",93,0.27,20368,"143"
"1031496",93,0.27,20368,"143"
"1031517",93,0.27,20368,"143"
"1031557",93,0.27,20368,"143"
"1031572",93,0.27,20368,"143"
"1031636",93,0.27,20368,"143"
"1031674",93,0.27,20368,"143"
"1031678",93,0.27,20368,"143"
"1031697",93,0.27,20368,"143"
"1031729",93,0.27,20368,"143"
"1031744",93,0.27,20368,"143"
"1031776",93,0.27,20368,"143"
"1031785",93,0.27,20368,"143"
"1031812",93,0.27,20368,"143"
"1031883",93,0.27,20368,"143"
"1031934",93,0.27,20368,"143"
"1031952",93,0.27,20368,"143"
"1031965",93,0.27,20368,"143"
"1032002",93,0.27,20368,"143"
"1032035",93,0.27,20368,"143"
"1032072",93,0.27,20368,"143"
"1031027",63,0.27,20368,"243"
"1031096",63,0.27,20368,"243"
"1031128",63,0.27,20368,"243"
"1031189",63,0.27,20368,"243"
"1031227",63,0.27,20368,"243"
"1031236",63,0.27,20368,"243"
"1031254",63,0.27,20368,"243"
"1031264",63,0.27,20368,"243"
"1031272",63,0.27,20368,"243"
"1031315",63,0.27,20368,"243"
"1031336",63,0.27,20368,"243"
"1031347",63,0.27,20368,"243"
"1031426",63,0.27,20368,"243"
"1031476",63,0.27,20368,"243"
"1031545",63,0.27,20368,"243"
"1031602",63,0.27,20368,"243"
"1031615",63,0.27,20368,"243"
"1031616",63,0.27,20368,"243"
"1031623",63,0.27,20368,"243"
"1031704",63,0.27,20368,"243"
"1031763",63,0.27,20368,"243"
"1031802",63,0.27,20368,"243"
"1031813",63,0.27,20368,"243"
"1031865",63,0.27,20368,"243"
"1031894",63,0.27,20368,"243"
"1031972",63,0.27,20368,"243"
"1032009",63,0.27,20368,"243"
"1032060",63,0.27,20368,"243"
"1030952",32,0.27,20368,"343"
"1031013",32,0.27,20368,"343"
"1031151",32,0.27,20368,"343"
"1031160",32,0.27,20368,"343"
"1031180",32,0.27,20368,"343"
"1031239",32,0.27,20368,"343"
"1031350",32,0.27,20368,"343"
"1031354",32,0.27,20368,"343"
"1031360",32,0.27,20368,"343"
"1031379",32,0.27,20368,"343"
"1031389",32,0.27,20368,"343"
"1031411",32,0.27,20368,"343"
"1031494",32,0.27,20368,"343"
"1031500",32,0.27,20368,"343"
"1031540",32,0.27,20368,"343"
"1031546",32,0.27,20368,"343"
"1031619",32,0.27,20368,"343"
"1031716",32,0.27,20368,"343"
"1031735",32,0.27,20368,"343"
"1031755",32,0.27,20368,"343"
"1031787",32,0.27,20368,"343"
"1031795",32,0.27,20368,"343"
"1031935",32,0.27,20368,"343"
"1031944",32,0.27,20368,"343"
"1031990",32,0.27,20368,"343"
"1032008",32,0.27,20368,"343"
"812009",93,0.24,20371,"133"
"812084",93,0.24,20371,"133"
"812108",93,0.24,20371,"133"
"812131",93,0.24,20371,"133"
"812167",93,0.24,20371,"133"
"812199",93,0.24,20371,"133"
"812209",93,0.24,20371,"133"
"812547",93,0.24,20371,"133"
"812825",93,0.24,20371,"133"
"812954",93,0.24,20371,"133"
"812983",93,0.24,20371,"133"
"813191",93,0.24,20371,"133"
"813208",93,0.24,20371,"133"
"812007",63,0.24,20371,"233"
"812225",63,0.24,20371,"233"
"812434",63,0.24,20371,"233"
"812452",63,0.24,20371,"233"
"812634",63,0.24,20371,"233"
"812660",63,0.24,20371,"233"
"812771",63,0.24,20371,"233"
"812782",63,0.24,20371,"233"
"812971",63,0.24,20371,"233"
"813073",63,0.24,20371,"233"
"813113",63,0.24,20371,"233"
"811965",32,0.24,20371,"333"
"812136",32,0.24,20371,"333"
"812153",32,0.24,20371,"333"
"812516",32,0.24,20371,"333"
"812729",32,0.24,20371,"333"
"812757",32,0.24,20371,"333"
"812763",32,0.24,20371,"333"
"812776",32,0.24,20371,"333"
"812826",32,0.24,20371,"333"
"813003",32,0.24,20371,"333"
"813036",32,0.24,20371,"333"
"612894",32,0.21,20373,"323"
"612955",32,0.21,20373,"323"
"613013",32,0.21,20373,"323"
"613359",32,0.21,20373,"323"
"613429",32,0.21,20373,"323"
"613594",32,0.21,20373,"323"
"613632",32,0.21,20373,"323"
"613708",32,0.21,20373,"323"
"613798",32,0.21,20373,"323"
"613865",32,0.21,20373,"323"
"614012",32,0.21,20373,"323"
"612931",63,0.21,20373,"223"
"612960",63,0.21,20373,"223"
"613128",63,0.21,20373,"223"
"613137",63,0.21,20373,"223"
"613156",63,0.21,20373,"223"
"613175",63,0.21,20373,"223"
"613386",63,0.21,20373,"223"
"613486",63,0.21,20373,"223"
"613536",63,0.21,20373,"223"
"613734",63,0.21,20373,"223"
"613864",63,0.21,20373,"223"
"613899",63,0.21,20373,"223"
"612883",93,0.21,20373,"123"
"612912",93,0.21,20373,"123"
"613004",93,0.21,20373,"123"
"613061",93,0.21,20373,"123"
"613130",93,0.21,20373,"123"
"613150",93,0.21,20373,"123"
"613288",93,0.21,20373,"123"
"613340",93,0.21,20373,"123"
"613478",93,0.21,20373,"123"
"613585",93,0.21,20373,"123"
"613646",93,0.21,20373,"123"
"613747",93,0.21,20373,"123"
"613794",93,0.21,20373,"123"
"613948",93,0.21,20373,"123"
"613965",93,0.21,20373,"123"
"476794",93,0.19,20375,"123"
"549435",93,0.21,20376,"123"
"370165",93,0.18,20376,"113"
"370005",32,0.18,20376,"313"
"924779",63,0.25,20377,"233"
"198515",93,0.15,20378,"113"
"704661",93,0.23,20378,"133"
"704018",32,0.23,20378,"333"
"704403",32,0.23,20378,"333"
"704978",32,0.23,20378,"333"
"97218",93,0.14,20379,"113"
"731631",91,0.23,20380,"233"
"1032175",32,0.27,20383,"343"
"1032184",32,0.27,20383,"343"
"1032204",32,0.27,20383,"343"
"1032213",32,0.27,20383,"343"
"1032222",32,0.27,20383,"343"
"1032258",32,0.27,20383,"343"
"1032263",32,0.27,20383,"343"
"1032305",32,0.27,20383,"343"
"1032333",32,0.27,20383,"343"
"1032384",32,0.27,20383,"343"
"1032403",32,0.27,20383,"343"
"1032431",32,0.27,20383,"343"
"1032555",32,0.27,20383,"343"
"1032562",32,0.27,20383,"343"
"1032587",32,0.27,20383,"343"
"1032608",32,0.27,20383,"343"
"1032618",32,0.27,20383,"343"
"1032706",32,0.27,20383,"343"
"1032727",32,0.27,20383,"343"
"1032863",32,0.27,20383,"343"
"1032867",32,0.27,20383,"343"
"1032887",32,0.27,20383,"343"
"1032919",32,0.27,20383,"343"
"1032956",32,0.27,20383,"343"
"1033054",32,0.27,20383,"343"
"1033136",32,0.27,20383,"343"
"1033155",32,0.27,20383,"343"
"1033215",32,0.27,20383,"343"
"1033266",32,0.27,20383,"343"
"1033298",32,0.27,20383,"343"
"1033299",32,0.27,20383,"343"
"1033374",32,0.27,20383,"343"
"1033387",32,0.27,20383,"343"
"1033396",32,0.27,20383,"343"
"1033453",32,0.27,20383,"343"
"1033562",32,0.27,20383,"343"
"1033572",32,0.27,20383,"343"
"1033590",32,0.27,20383,"343"
"1033604",32,0.27,20383,"343"
"1033643",32,0.27,20383,"343"
"1032161",93,0.27,20383,"143"
"1032221",93,0.27,20383,"143"
"1032280",93,0.27,20383,"143"
"1032294",93,0.27,20383,"143"
"1032309",93,0.27,20383,"143"
"1032327",93,0.27,20383,"143"
"1032434",93,0.27,20383,"143"
"1032468",93,0.27,20383,"143"
"1032507",93,0.27,20383,"143"
"1032568",93,0.27,20383,"143"
"1032569",93,0.27,20383,"143"
"1032636",93,0.27,20383,"143"
"1032640",93,0.27,20383,"143"
"1032139",63,0.27,20383,"243"
"1032143",63,0.27,20383,"243"
"1032162",63,0.27,20383,"243"
"1032172",63,0.27,20383,"243"
"1032181",63,0.27,20383,"243"
"1032250",63,0.27,20383,"243"
"1032251",63,0.27,20383,"243"
"1032328",63,0.27,20383,"243"
"1032357",63,0.27,20383,"243"
"1032360",63,0.27,20383,"243"
"1032367",63,0.27,20383,"243"
"1032466",63,0.27,20383,"243"
"1032616",63,0.27,20383,"243"
"1032620",63,0.27,20383,"243"
"1032652",63,0.27,20383,"243"
"1032674",63,0.27,20383,"243"
"1032724",63,0.27,20383,"243"
"1032853",63,0.27,20383,"243"
"1032905",63,0.27,20383,"243"
"1032971",63,0.27,20383,"243"
"1033106",63,0.27,20383,"243"
"1033114",63,0.27,20383,"243"
"1033119",63,0.27,20383,"243"
"1033221",63,0.27,20383,"243"
"1033225",63,0.27,20383,"243"
"1033230",63,0.27,20383,"243"
"1033291",63,0.27,20383,"243"
"1033300",63,0.27,20383,"243"
"1033309",63,0.27,20383,"243"
"1033323",63,0.27,20383,"243"
"1033402",63,0.27,20383,"243"
"1033508",63,0.27,20383,"243"
"1033558",63,0.27,20383,"243"
"1033609",63,0.27,20383,"243"
"1033629",63,0.27,20383,"243"
"1033641",63,0.27,20383,"243"
"1032714",93,0.27,20383,"143"
"1032778",93,0.27,20383,"143"
"1032787",93,0.27,20383,"143"
"1032861",93,0.27,20383,"143"
"1032876",93,0.27,20383,"143"
"1032904",93,0.27,20383,"143"
"1032927",93,0.27,20383,"143"
"1033005",93,0.27,20383,"143"
"1033028",93,0.27,20383,"143"
"1033085",93,0.27,20383,"143"
"1033103",93,0.27,20383,"143"
"1033112",93,0.27,20383,"143"
"1033126",93,0.27,20383,"143"
"1033173",93,0.27,20383,"143"
"1033182",93,0.27,20383,"143"
"1033214",93,0.27,20383,"143"
"1033223",93,0.27,20383,"143"
"1033233",93,0.27,20383,"143"
"1033265",93,0.27,20383,"143"
"1033399",93,0.27,20383,"143"
"1033445",93,0.27,20383,"143"
"1033473",93,0.27,20383,"143"
"1033510",93,0.27,20383,"143"
"1033519",93,0.27,20383,"143"
"1033531",93,0.27,20383,"143"
"1033553",93,0.27,20383,"143"
"1033571",93,0.27,20383,"143"
"1033593",93,0.27,20383,"143"
"1033621",93,0.27,20383,"143"
"813292",32,0.24,20384,"333"
"813321",32,0.24,20384,"333"
"813371",32,0.24,20384,"333"
"813392",32,0.24,20384,"333"
"813661",32,0.24,20384,"333"
"813740",32,0.24,20384,"333"
"813920",32,0.24,20384,"333"
"813990",32,0.24,20384,"333"
"814129",32,0.24,20384,"333"
"814315",32,0.24,20384,"333"
"813289",63,0.24,20384,"233"
"813338",63,0.24,20384,"233"
"813360",63,0.24,20384,"233"
"813369",63,0.24,20384,"233"
"813479",63,0.24,20384,"233"
"813625",63,0.24,20384,"233"
"813795",63,0.24,20384,"233"
"813800",63,0.24,20384,"233"
"813806",63,0.24,20384,"233"
"814084",63,0.24,20384,"233"
"814093",63,0.24,20384,"233"
"813406",93,0.24,20384,"133"
"813431",93,0.24,20384,"133"
"813600",93,0.24,20384,"133"
"813621",93,0.24,20384,"133"
"813697",93,0.24,20384,"133"
"813776",93,0.24,20384,"133"
"813799",93,0.24,20384,"133"
"813808",93,0.24,20384,"133"
"813901",93,0.24,20384,"133"
"813937",93,0.24,20384,"133"
"814035",93,0.24,20384,"133"
"814412",93,0.24,20384,"133"
"814476",93,0.24,20384,"133"
"814484",93,0.24,20384,"133"
"814522",93,0.24,20384,"133"
"814541",93,0.24,20384,"133"
"614026",32,0.21,20385,"323"
"614156",32,0.21,20385,"323"
"614319",32,0.21,20385,"323"
"614434",32,0.21,20385,"323"
"614620",32,0.21,20385,"323"
"614893",32,0.21,20385,"323"
"615019",32,0.21,20385,"323"
"614113",93,0.21,20385,"123"
"614164",93,0.21,20385,"123"
"614250",93,0.21,20385,"123"
"614429",93,0.21,20385,"123"
"614512",93,0.21,20385,"123"
"614559",93,0.21,20385,"123"
"614609",93,0.21,20385,"123"
"614650",93,0.21,20385,"123"
"614799",93,0.21,20385,"123"
"614951",93,0.21,20385,"123"
"614982",93,0.21,20385,"123"
"614106",63,0.21,20385,"223"
"614291",63,0.21,20385,"223"
"614360",63,0.21,20385,"223"
"614379",63,0.21,20385,"223"
"615024",63,0.21,20385,"223"
"477389",93,0.19,20386,"123"
"477158",63,0.19,20386,"223"
"477240",32,0.19,20386,"323"
"477339",32,0.19,20386,"323"
"477348",32,0.19,20386,"323"
"477749",32,0.19,20386,"323"
"370733",32,0.18,20386,"313"
"97633",32,0.14,20387,"313"
"294762",32,0.16,20387,"313"
"980682",2,0.53,20390,"443"
"113241",93,0.14,20391,"113"
"421538",63,0.19,20391,"223"
"925476",93,0.25,20391,"133"
"97992",93,0.14,20395,"113"
"98001",93,0.14,20395,"113"
"295021",63,0.16,20396,"213"
"295119",63,0.16,20396,"213"
"371525",93,0.18,20396,"113"
"478024",63,0.19,20396,"223"
"478511",63,0.19,20396,"223"
"478609",63,0.19,20396,"223"
"478005",93,0.19,20396,"123"
"478115",93,0.19,20396,"123"
"478204",93,0.19,20396,"123"
"478625",93,0.19,20396,"123"
"478251",32,0.19,20396,"323"
"615473",63,0.21,20397,"223"
"615565",63,0.21,20397,"223"
"615584",63,0.21,20397,"223"
"615803",63,0.21,20397,"223"
"615843",63,0.21,20397,"223"
"615978",63,0.21,20397,"223"
"616048",63,0.21,20397,"223"
"616066",63,0.21,20397,"223"
"615175",93,0.21,20397,"123"
"615216",93,0.21,20397,"123"
"615355",93,0.21,20397,"123"
"615675",93,0.21,20397,"123"
"615702",93,0.21,20397,"123"
"615716",93,0.21,20397,"123"
"615813",93,0.21,20397,"123"
"615842",93,0.21,20397,"123"
"616120",93,0.21,20397,"123"
"615157",32,0.21,20397,"323"
"615290",32,0.21,20397,"323"
"615436",32,0.21,20397,"323"
"615806",32,0.21,20397,"323"
"615846",32,0.21,20397,"323"
"616015",32,0.21,20397,"323"
"814692",93,0.24,20398,"133"
"814712",93,0.24,20398,"133"
"814971",93,0.24,20398,"133"
"815110",93,0.24,20398,"133"
"815170",93,0.24,20398,"133"
"815322",93,0.24,20398,"133"
"815429",93,0.24,20398,"133"
"815716",93,0.24,20398,"133"
"815759",93,0.24,20398,"133"
"815786",93,0.24,20398,"133"
